,Rk,Tm,Year,Date,Time,LTime,Unnamed: 6,Opp,Week,G#,Day,Result,OT,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds.1,Rate
8,409,STL,2015,2015-09-13,1:00,12:00,,SEA,1,1,Sun,W 34-31,OT,18,27,66.7,276,1,0,2,21,112.6
9,410,ATL,2015,2015-11-22,1:02,1:02,,IND,11,10,Sun,L 21-24,,25,46,54.3,275,3,3,1,5,66.8
10,411,CLE,2015,2015-11-30,8:30,8:30,,BAL,12,11,Mon,L 27-33,,28,48,58.3,275,2,0,2,14,88.5
11,412,ARI,2019,2019-09-08,4:25,2:25,,DET,1,1,Sun,T 27-27,OT,29,54,53.7,275,2,1,5,33,72.7
12,413,NYG,2019,2019-12-29,4:25,4:25,,PHI,17,16,Sun,L 17-34,,28,47,59.6,275,1,1,4,26,74.3
13,414,LAR,2017,2017-10-08,4:05,1:05,,SEA,5,5,Sun,L 10-16,,22,47,46.8,275,0,2,2,13,47.7
14,415,ATL,2018,2018-11-18,1:00,1:00,,DAL,11,10,Sun,L 19-22,,24,34,70.6,274,1,1,3,17,92.0
15,416,GNB,2015,2016-01-03,8:30,7:30,,MIN,17,16,Sun,L 13-20,,28,44,63.6,274,1,1,5,17,79.2
16,417,NWE,2018,2018-09-30,1:00,1:00,,MIA,4,4,Sun,W 38-7,,23,35,65.7,274,3,2,0,0,94.2
17,418,NYG,2019,2019-12-15,1:00,1:00,,MIA,15,14,Sun,W 36-20,,21,29,72.4,274,2,3,1,10,85.2
18,419,NYJ,2015,2015-11-29,1:02,1:02,,MIA,12,11,Sun,W 38-20,,22,37,59.5,274,4,0,1,3,118.5
19,420,BAL,2015,2015-12-13,1:02,1:02,,SEA,14,13,Sun,L 6-35,,23,40,57.5,274,0,1,1,0,68.1
21,421,BAL,2018,2018-10-21,4:05,4:05,,NOR,7,7,Sun,L 23-24,,24,40,60.0,274,2,0,1,10,97.3
22,422,CHI,2015,2015-10-04,1:02,12:02,,OAK,4,4,Sun,W 22-20,,28,43,65.1,273,2,1,3,8,88.6
23,423,DAL,2016,2016-10-30,8:31,7:31,,PHI,8,7,Sun,W 29-23,OT,19,40,47.5,273,2,1,2,14,76.4
24,424,DEN,2018,2018-11-04,4:05,2:05,,HOU,9,9,Sun,L 17-19,,26,42,61.9,273,1,0,2,17,88.7
25,425,JAX,2015,2015-09-20,4:05,4:05,,MIA,2,2,Sun,W 23-20,,18,33,54.5,273,2,0,0,0,102.2
26,426,MIN,2019,2019-10-24,8:20,10:20,,WAS,8,8,Thu,W 19-9,,23,26,88.5,273,0,0,3,12,110.4
27,427,TEN,2018,2018-12-02,4:05,3:05,,NYJ,13,12,Sun,W 26-22,,20,35,57.1,273,2,1,3,9,89.3
28,428,OAK,2019,2019-11-17,4:25,1:25,,CIN,11,10,Sun,W 17-10,,25,29,86.2,273,1,1,3,19,103.0
29,429,BAL,2015,2015-12-20,1:02,1:02,,KAN,15,14,Sun,L 14-34,,26,45,57.8,273,2,2,2,8,71.8
30,430,ATL,2018,2018-09-16,1:00,1:00,,CAR,2,2,Sun,W 31-24,,23,28,82.1,272,2,1,0,0,116.1
31,431,ARI,2017,2017-10-15,4:05,2:05,,TAM,6,6,Sun,W 38-33,,18,22,81.8,272,3,1,2,11,138.8
32,432,HOU,2017,2017-10-01,1:00,12:00,,TEN,4,4,Sun,W 57-14,,25,34,73.5,272,4,1,2,11,123.7
33,433,PIT,2016,2016-12-04,4:25,4:25,,NYG,13,12,Sun,W 24-14,,24,37,64.9,272,2,1,2,17,93.5
34,434,NWE,2015,2015-11-23,8:30,8:30,,BUF,11,10,Mon,W 20-13,,20,39,51.3,271,1,1,1,6,71.6
35,435,NWE,2019,2019-12-21,4:30,4:30,,BUF,16,15,Sat,W 24-17,,26,33,78.8,271,1,0,0,0,111.0
36,436,PIT,2018,2018-12-02,8:20,1:00,,LAC,13,12,Sun,L 30-33,,29,45,64.4,271,2,1,1,10,86.4
37,437,OAK,2018,2018-12-02,4:05,1:05,,KAN,13,12,Sun,L 33-40,,29,38,76.3,271,3,0,3,14,121.7
38,438,LAR,2016,2016-10-23,9:31,2:31,,NYG,7,7,Sun,L 10-17,,32,53,60.4,271,1,4,3,20,48.5
39,439,CAR,2019,2019-11-17,1:00,1:00,,ATL,11,10,Sun,L 3-29,,31,50,62.0,270,0,4,5,55,42.9
40,440,CHI,2019,2019-11-24,1:00,12:00,,NYG,12,11,Sun,W 19-14,,25,41,61.0,270,1,2,2,8,68.1
42,441,TEN,2016,2016-10-16,1:02,12:02,,CLE,6,6,Sun,W 28-26,,17,24,70.8,270,3,1,2,14,130.2
43,442,PHI,2015,2015-10-19,8:30,8:30,,NYG,6,6,Mon,W 27-7,,24,38,63.2,270,1,3,1,10,60.2
44,443,PHI,2016,2016-09-11,1:05,1:05,,CLE,1,1,Sun,W 29-10,,22,37,59.5,270,2,0,2,8,100.1
45,444,PIT,2017,2017-12-17,4:25,4:25,,NWE,15,14,Sun,L 24-27,,22,30,73.3,270,2,1,2,11,109.0
46,445,TAM,2015,2015-10-04,1:03,1:03,,CAR,4,4,Sun,L 23-37,,26,43,60.5,270,2,4,2,17,55.4
47,446,CAR,2019,2019-12-15,1:00,1:00,,SEA,15,14,Sun,L 24-30,,25,42,59.5,269,1,3,1,8,56.5
48,447,NWE,2016,2016-12-04,1:00,1:00,,LAR,13,12,Sun,W 26-10,,33,46,71.7,269,1,0,0,0,93.5
49,448,NYJ,2016,2016-11-27,4:25,4:25,,NWE,12,11,Sun,L 17-22,,22,32,68.8,269,2,0,1,0,115.2
50,449,TEN,2017,2017-12-24,1:00,12:00,,LAR,16,15,Sun,L 23-27,,22,39,56.4,269,0,1,1,6,67.1
51,450,TEN,2019,2019-12-15,1:00,12:00,,HOU,15,14,Sun,L 21-24,,22,37,59.5,269,2,1,2,10,88.7
52,451,BAL,2017,2017-12-03,1:00,1:00,,DET,13,12,Sun,W 44-20,,23,36,63.9,269,2,0,0,0,105.0
53,452,SDG,2016,2017-01-01,4:25,1:25,,KAN,17,16,Sun,L 27-37,,22,38,57.9,269,2,2,0,0,75.4
54,453,WAS,2018,2018-09-16,1:00,1:00,,IND,2,2,Sun,L 9-21,,33,46,71.7,269,0,0,3,23,86.2
55,454,CHI,2017,2017-11-12,1:00,12:00,,GNB,10,9,Sun,L 16-23,,21,35,60.0,268,1,0,5,29,93.5
56,455,JAX,2017,2017-12-10,4:25,1:00,,SEA,14,13,Sun,W 30-24,,18,27,66.7,268,2,0,0,0,123.7
57,456,PIT,2017,2017-10-22,4:25,1:00,,CIN,7,7,Sun,W 29-14,,15,25,60.0,268,2,0,0,0,123.4
58,457,SDG,2016,2016-11-06,4:25,1:25,,TEN,9,9,Sun,W 43-35,,24,33,72.7,268,2,0,1,7,116.7
59,458,SFO,2019,2019-09-22,4:25,1:25,,PIT,3,3,Sun,W 24-20,,23,32,71.9,268,1,2,1,9,81.2
60,459,DEN,2016,2016-10-30,4:05,2:05,,SDG,8,8,Sun,W 27-19,,20,38,52.6,267,0,1,1,9,64.3
61,460,NWE,2018,2018-09-09,1:00,1:00,,HOU,1,1,Sun,W 27-20,,26,39,66.7,267,3,1,2,10,101.1
63,461,NYJ,2018,2018-10-14,1:00,1:00,,IND,6,6,Sun,W 42-34,,24,30,80.0,267,2,1,2,13,112.1
64,462,TAM,2017,2017-12-10,1:00,1:00,,DET,14,13,Sun,L 21-24,,26,38,68.4,267,2,2,3,18,84.0
65,463,IND,2015,2015-10-04,1:02,1:02,,JAX,4,4,Sun,W 16-13,OT,30,47,63.8,266,1,0,3,16,85.9
66,464,DEN,2016,2016-09-18,4:25,2:25,,IND,2,2,Sun,W 34-20,,22,33,66.7,266,0,1,1,0,78.6
67,465,DET,2015,2015-11-22,1:02,1:02,,OAK,11,10,Sun,W 18-13,,22,35,62.9,266,0,0,4,16,86.1
68,466,MIA,2019,2019-11-03,1:00,1:00,,NYJ,9,8,Sun,W 26-18,,24,36,66.7,266,3,0,4,22,116.2
69,467,NYG,2018,2018-10-28,1:00,1:00,,WAS,8,8,Sun,L 13-20,,30,47,63.8,266,1,2,7,50,68.2
70,468,SFO,2017,2017-11-05,4:05,1:05,,ARI,9,9,Sun,L 10-20,,24,51,47.1,266,0,1,5,28,54.9
71,469,CIN,2018,2018-09-13,8:20,8:20,,BAL,2,2,Thu,W 34-23,,24,42,57.1,265,4,0,0,0,107.7
72,470,IND,2016,2016-12-11,1:00,1:00,,HOU,14,13,Sun,L 17-22,,24,45,53.3,265,2,2,1,11,67.4
73,471,IND,2019,2019-09-29,1:00,1:00,,OAK,4,4,Sun,L 24-31,,24,46,52.2,265,3,1,0,0,82.2
74,472,DET,2016,2016-10-16,1:02,1:02,,LAR,6,6,Sun,W 31-28,,23,31,74.2,265,4,0,1,5,139.1
75,473,JAX,2018,2018-10-28,9:30,2:30,,PHI,8,8,Sun,L 18-24,,24,41,58.5,265,1,0,4,21,85.9
76,474,PIT,2018,2018-09-30,8:20,8:20,,BAL,4,4,Sun,L 14-26,,27,47,57.4,265,1,1,1,9,71.7
77,475,LAR,2019,2019-09-15,4:25,1:25,,NOR,2,2,Sun,W 27-9,,19,28,67.9,265,1,0,3,18,110.0
78,476,BAL,2015,2015-12-27,1:02,1:02,,PIT,16,15,Sun,W 20-17,,28,41,68.3,265,1,0,1,9,94.1
79,477,BAL,2018,2018-09-23,1:00,1:00,,DEN,3,3,Sun,W 27-14,,25,40,62.5,265,1,0,2,12,90.1
80,478,LAC,2019,2019-12-22,4:05,1:05,,OAK,16,15,Sun,L 17-24,,27,39,69.2,265,0,0,1,14,88.1
81,479,CIN,2018,2018-10-28,1:00,1:00,,TAM,8,8,Sun,W 37-34,,21,34,61.8,264,2,0,2,16,105.5
82,480,ARI,2015,2015-10-26,8:30,5:30,,BAL,7,7,Mon,W 26-18,,20,29,69.0,264,2,0,2,11,120.5
84,481,DAL,2016,2016-12-18,8:30,7:30,,TAM,15,14,Sun,W 26-20,,32,36,88.9,264,0,0,3,15,97.2
85,482,NOR,2015,2015-12-06,4:25,3:25,,CAR,13,12,Sun,L 38-41,,24,42,57.1,264,3,1,2,18,89.8
86,483,NYJ,2018,2018-11-25,1:00,1:00,,NWE,12,11,Sun,L 13-27,,26,45,57.8,264,1,1,2,12,72.8
87,484,CIN,2016,2016-10-30,8:36,1:36,,WAS,8,8,Sun,T 27-27,OT,27,42,64.3,263,1,1,3,21,79.8
88,485,DAL,2017,2017-09-10,8:30,7:30,,NYG,1,1,Sun,W 19-3,,24,39,61.5,263,1,0,1,5,90.0
89,486,DET,2016,2016-11-20,1:00,1:00,,JAX,11,10,Sun,W 26-19,,24,33,72.7,263,0,0,3,15,95.9
90,487,JAX,2017,2017-11-12,1:00,1:00,,LAC,10,9,Sun,W 20-17,OT,28,51,54.9,263,1,2,3,10,59.5
91,488,MIA,2016,2016-11-27,1:00,1:00,,SFO,12,11,Sun,W 31-24,,20,30,66.7,263,3,0,2,22,127.5
92,489,MIA,2017,2017-12-31,4:25,1:00,,BUF,17,16,Sun,L 16-22,,30,44,68.2,263,1,1,1,8,81.9
93,490,SFO,2015,2015-12-20,4:25,1:25,,CIN,15,14,Sun,L 14-24,,30,50,60.0,263,1,3,4,32,55.7
94,491,WAS,2016,2016-10-16,1:03,1:03,,PHI,6,6,Sun,W 27-20,,18,34,52.9,263,2,1,0,0,85.8
95,492,CIN,2019,2019-10-06,1:00,1:00,,ARI,5,5,Sun,L 23-26,,27,38,71.1,262,2,0,1,0,107.6
96,493,DET,2015,2015-09-27,8:30,8:30,,DEN,3,3,Sun,L 12-24,,31,45,68.9,262,1,2,4,20,72.6
97,494,MIN,2016,2016-10-03,8:35,7:35,,NYG,4,4,Mon,W 24-10,,26,36,72.2,262,1,0,0,0,101.9
98,495,NYJ,2019,2019-12-08,1:00,1:00,,MIA,14,13,Sun,W 22-21,,20,36,55.6,262,2,1,1,8,85.6
99,496,OAK,2015,2015-12-06,4:05,1:05,,KAN,13,12,Sun,L 20-34,,31,48,64.6,262,2,3,4,21,66.5
100,497,SDG,2015,2015-11-09,8:30,5:30,,CHI,9,9,Mon,L 19-22,,26,42,61.9,262,1,0,2,18,87.6
101,498,SEA,2019,2019-10-03,8:20,5:20,,LAR,5,5,Thu,W 30-29,,17,23,73.9,262,4,0,1,6,150.7
102,499,SFO,2018,2018-11-01,8:20,5:20,,OAK,9,9,Thu,W 34-3,,16,22,72.7,262,3,0,0,0,151.9
103,500,BUF,2017,2017-10-22,1:00,1:00,,TAM,7,6,Sun,W 30-27,,20,33,60.6,261,1,0,1,7,95.6
0,501,CHI,2015,2015-11-22,1:02,12:02,,DEN,11,10,Sun,L 15-17,,18,32,56.3,261,0,1,2,4,69.9
1,502,DET,2019,2019-09-29,1:00,1:00,,KAN,4,4,Sun,L 30-34,,21,34,61.8,261,3,0,4,30,115.0
2,503,KAN,2016,2016-11-20,1:00,12:00,,TAM,11,10,Sun,L 17-19,,24,31,77.4,261,1,1,0,0,99.0
3,504,KAN,2017,2017-10-02,8:30,7:30,,WAS,4,4,Mon,W 29-20,,27,37,73.0,261,1,0,4,32,101.3
4,505,NYJ,2015,2015-11-08,1:02,1:02,,JAX,9,8,Sun,W 28-23,,21,34,61.8,261,2,0,2,11,105.1
5,506,SEA,2016,2016-10-16,4:26,1:26,,ATL,6,5,Sun,W 26-24,,25,37,67.6,261,0,0,1,9,87.8
6,507,ARI,2015,2015-12-27,4:25,2:25,,GNB,16,15,Sun,W 38-8,,19,28,67.9,260,2,1,2,9,106.3
7,508,PIT,2019,2019-09-30,8:15,8:15,,CIN,4,4,Mon,W 27-3,,27,31,87.1,260,2,0,0,0,123.1
8,509,OAK,2016,2016-12-04,4:05,1:05,,BUF,13,12,Sun,W 38-24,,19,35,54.3,260,2,0,0,0,97.3
9,510,WAS,2016,2016-11-13,1:00,1:00,,MIN,10,9,Sun,W 26-20,,22,33,66.7,260,2,0,1,2,110.7
10,511,ATL,2019,2019-11-28,8:20,8:20,,NOR,13,12,Thu,L 18-26,,35,50,70.0,259,2,2,9,53,78.7
11,512,DET,2019,2019-11-28,12:30,12:30,,CHI,13,12,Thu,L 20-24,,22,38,57.9,259,2,1,2,21,85.3
12,513,GNB,2016,2016-10-09,8:30,7:30,,NYG,5,4,Sun,W 23-16,,23,45,51.1,259,2,2,0,0,65.0
13,514,JAX,2017,2017-11-05,1:00,1:00,,CIN,9,8,Sun,W 23-7,,24,38,63.2,259,1,0,0,0,91.9
14,515,MIN,2016,2016-11-06,1:00,3:00,,DET,9,8,Sun,L 16-22,OT,31,40,77.5,259,1,0,2,14,102.0
15,516,OAK,2019,2019-09-09,10:20,7:20,,DEN,1,1,Mon,W 24-16,,22,26,84.6,259,1,0,0,0,121.0
16,517,BUF,2015,2015-10-04,1:02,1:02,,NYG,4,4,Sun,L 10-24,,28,42,66.7,258,1,1,2,16,81.3
17,518,CIN,2019,2019-10-20,1:00,1:00,,JAX,7,7,Sun,L 17-27,,22,43,51.2,258,1,3,2,18,48.4
18,519,DAL,2018,2018-11-22,4:30,3:30,,WAS,12,11,Thu,W 31-23,,22,31,71.0,258,2,0,4,31,117.4
19,520,HOU,2019,2019-10-27,4:25,3:25,,OAK,8,8,Sun,W 27-24,,27,39,69.2,258,3,0,3,21,113.0
21,521,KAN,2016,2016-12-08,8:25,7:25,,OAK,14,13,Thu,W 21-13,,17,26,65.4,258,1,1,1,6,94.7
22,522,NOR,2019,2019-11-10,1:00,12:00,,ATL,10,9,Sun,L 9-26,,33,46,71.7,258,0,0,6,46,85.2
23,523,OAK,2019,2019-12-08,4:25,1:25,,TEN,14,13,Sun,L 21-42,,25,34,73.5,258,2,0,2,4,114.6
24,524,BAL,2019,2019-09-15,1:00,1:00,,ARI,2,2,Sun,W 23-17,,24,37,64.9,258,2,0,2,14,103.2
25,525,TEN,2015,2015-12-06,1:02,12:02,,JAX,13,12,Sun,W 42-39,,20,29,69.0,257,3,1,4,11,116.6
26,526,SFO,2018,2018-12-16,4:05,1:05,,SEA,15,14,Sun,W 26-23,OT,20,29,69.0,257,1,0,3,18,108.0
27,527,ATL,2016,2016-10-23,4:05,4:05,,SDG,7,7,Sun,L 30-33,OT,22,34,64.7,256,1,1,3,17,84.9
28,528,BUF,2015,2015-10-18,1:02,1:02,,CIN,6,6,Sun,L 21-34,,28,42,66.7,256,1,1,2,7,81.1
29,529,CAR,2018,2018-11-25,1:00,1:00,,SEA,12,11,Sun,L 27-30,,25,30,83.3,256,2,1,0,0,110.6
30,530,ARI,2017,2017-11-09,8:25,6:25,,SEA,10,9,Thu,L 16-22,,24,47,51.1,256,1,0,2,17,74.4
31,531,HOU,2016,2016-10-16,8:32,7:32,,IND,6,6,Sun,W 26-23,OT,25,39,64.1,256,2,1,1,13,89.3
32,532,KAN,2019,2019-10-13,1:00,12:00,,HOU,6,6,Sun,L 24-31,,19,35,54.3,256,3,1,1,17,94.5
33,533,NOR,2017,2017-11-05,1:00,12:00,,TAM,9,8,Sun,W 30-10,,22,27,81.5,256,2,0,1,7,130.9
34,534,NYJ,2015,2015-12-13,1:02,1:02,,TEN,14,13,Sun,W 30-8,,21,36,58.3,256,3,0,1,7,108.1
35,535,CAR,2015,2016-01-03,4:25,4:25,,TAM,17,16,Sun,W 38-10,,21,26,80.8,255,2,0,4,38,133.2
36,536,DET,2018,2018-09-23,8:20,8:20,,NWE,3,3,Sun,W 26-10,,27,36,75.0,255,2,1,1,7,101.0
37,537,KAN,2015,2015-11-29,1:03,12:03,,BUF,12,11,Sun,W 30-22,,19,30,63.3,255,2,0,1,0,112.5
38,538,MIA,2015,2015-10-25,1:02,1:02,,HOU,7,6,Sun,W 44-26,,19,20,95.0,255,4,0,4,41,158.3
39,539,MIN,2016,2016-10-09,1:05,12:05,,HOU,5,5,Sun,W 31-13,,22,30,73.3,255,2,0,2,16,120.8
40,540,TEN,2017,2017-09-10,1:00,12:00,,OAK,1,1,Sun,L 16-26,,25,41,61.0,255,0,0,1,1,78.8
42,541,CAR,2017,2017-11-13,8:30,8:30,,MIA,10,10,Mon,W 45-21,,21,35,60.0,254,4,0,0,0,120.4
43,542,DEN,2015,2015-11-29,8:30,6:30,,NWE,12,11,Sun,W 30-24,OT,23,42,54.8,254,1,1,3,16,70.9
44,543,HOU,2016,2016-09-18,1:02,12:02,,KAN,2,2,Sun,W 19-12,,19,33,57.6,254,1,2,2,14,67.0
45,544,MIN,2016,2016-09-18,8:32,7:32,,GNB,2,2,Sun,W 17-14,,22,31,71.0,254,2,0,4,32,116.9
46,545,NYG,2018,2018-10-11,8:20,8:20,,PHI,6,6,Thu,L 13-34,,24,43,55.8,254,0,1,4,27,63.5
47,546,SEA,2018,2018-12-23,8:20,5:20,,KAN,16,15,Sun,W 38-31,,18,29,62.1,254,3,0,3,17,124.8
48,547,DET,2017,2017-09-24,1:00,1:00,,ATL,3,3,Sun,L 26-30,,25,45,55.6,253,1,0,2,11,79.2
49,548,GNB,2018,2018-09-16,1:00,12:00,,MIN,2,2,Sun,T 29-29,OT,30,42,71.4,253,1,0,4,28,94.6
50,549,NWE,2015,2015-12-20,1:02,1:02,,TEN,15,14,Sun,W 33-16,,23,35,65.7,253,2,0,2,14,106.0
51,550,NYJ,2015,2015-10-18,1:02,1:02,,WAS,6,5,Sun,W 34-20,,19,26,73.1,253,2,1,0,0,113.1
52,551,PIT,2018,2018-10-28,1:00,1:00,,CLE,8,7,Sun,W 33-18,,24,36,66.7,253,2,1,1,4,93.9
53,552,OAK,2016,2016-12-24,4:05,1:05,,IND,16,15,Sat,W 33-25,,23,34,67.6,253,3,0,1,8,118.9
54,553,SEA,2015,2015-11-22,4:27,1:27,,SFO,11,10,Sun,W 29-13,,24,29,82.8,253,3,0,2,7,137.5
55,554,SEA,2015,2015-12-27,4:26,1:26,,STL,16,15,Sun,L 17-23,,25,41,61.0,253,2,1,4,36,84.7
56,555,ARI,2016,2016-09-11,8:30,5:30,,NWE,1,1,Sun,L 21-23,,24,37,64.9,252,2,0,3,19,102.5
57,556,MIA,2016,2016-10-16,1:02,1:02,,PIT,6,6,Sun,W 30-15,,24,32,75.0,252,0,0,0,0,97.4
58,557,NOR,2016,2016-10-30,1:03,12:03,,SEA,8,7,Sun,W 25-20,,27,35,77.1,252,1,0,2,13,105.9
59,558,NOR,2017,2017-12-03,4:25,12:00,,CAR,13,12,Sun,W 31-21,,25,34,73.5,252,1,0,2,17,104.0
60,559,TEN,2016,2016-09-11,1:05,12:05,,MIN,1,1,Sun,L 16-25,,25,41,61.0,252,2,1,2,19,84.6
61,560,TEN,2019,2019-11-24,4:05,3:05,,JAX,12,11,Sun,W 42-20,,14,18,77.8,252,2,0,1,7,155.8
63,561,OAK,2015,2015-12-20,4:05,1:05,,GNB,15,14,Sun,L 20-30,,23,47,48.9,252,2,2,3,24,61.7
64,562,BAL,2018,2018-09-09,1:00,1:00,,BUF,1,1,Sun,W 47-3,,26,38,68.4,252,3,0,2,8,113.0
65,563,CLE,2015,2015-12-13,1:02,1:02,,SFO,14,13,Sun,W 24-10,,21,31,67.7,251,1,1,2,19,89.6
66,564,IND,2016,2016-11-20,1:00,1:00,,TEN,11,10,Sun,W 24-17,,15,28,53.6,251,2,1,2,11,93.0
67,565,DAL,2017,2017-10-01,1:00,12:00,,LAR,4,4,Sun,L 30-35,,20,36,55.6,251,3,1,2,1,93.6
68,566,DEN,2016,2016-12-18,4:25,2:25,,NWE,15,14,Sun,L 3-16,,25,40,62.5,251,0,1,4,31,69.9
69,567,WAS,2019,2019-12-15,1:00,1:00,,PHI,15,14,Sun,L 27-37,,19,28,67.9,251,2,0,1,10,119.8
70,568,IND,2015,2015-09-21,8:30,8:30,,NYJ,2,2,Mon,L 7-20,,21,37,56.8,250,1,3,0,0,52.8
71,569,DET,2016,2016-10-23,1:02,1:02,,WAS,7,7,Sun,W 20-17,,18,29,62.1,250,1,0,3,16,101.2
72,570,DET,2019,2019-12-15,1:00,1:00,,TAM,15,14,Sun,L 17-38,,24,43,55.8,250,0,2,2,10,53.4
73,571,MIN,2016,2017-01-01,1:00,3:00,,CHI,17,16,Sun,W 38-10,,25,34,73.5,250,3,1,0,0,111.2
74,572,PIT,2016,2016-09-18,1:02,1:02,,CIN,2,2,Sun,W 24-16,,19,37,51.4,250,3,2,1,9,77.5
75,573,PIT,2018,2018-10-07,1:00,1:00,,ATL,5,5,Sun,W 41-17,,19,29,65.5,250,3,1,0,0,112.7
76,574,SFO,2018,2018-11-12,8:15,5:15,,NYG,10,10,Mon,L 23-27,,27,39,69.2,250,1,2,0,0,73.7
77,575,CLE,2019,2019-10-13,1:00,1:00,,SEA,6,6,Sun,L 28-32,,22,37,59.5,249,1,3,0,0,54.9
78,576,KAN,2019,2019-10-27,8:20,7:20,,GNB,8,8,Sun,L 24-31,,24,36,66.7,249,2,0,2,18,105.0
79,577,DAL,2016,2016-09-25,8:31,7:31,,CHI,3,3,Sun,W 31-17,,19,24,79.2,248,1,0,0,0,123.6
80,578,HOU,2017,2017-10-08,8:30,7:30,,KAN,5,5,Sun,L 34-42,,16,31,51.6,248,5,0,3,13,118.0
81,579,MIN,2015,2015-11-22,4:25,3:25,,GNB,11,10,Sun,L 13-30,,25,38,65.8,248,1,0,6,48,92.9
82,580,MIN,2016,2016-12-18,1:00,3:00,,IND,15,14,Sun,L 6-34,,32,42,76.2,248,0,1,5,43,80.3
84,581,NYG,2016,2016-11-06,1:00,1:00,,PHI,9,8,Sun,W 28-23,,22,36,61.1,248,4,2,1,9,95.6
85,582,TEN,2019,2019-12-22,1:00,12:00,,NOR,16,15,Sun,L 28-38,,17,27,63.0,248,3,0,5,24,129.9
86,583,JAX,2016,2016-11-13,1:00,1:00,,HOU,10,9,Sun,L 21-24,,32,49,65.3,247,2,1,2,18,82.6
87,584,NWE,2017,2017-09-07,8:30,8:30,,KAN,1,1,Thu,L 27-42,,16,36,44.4,247,0,0,3,20,67.7
88,585,NYJ,2016,2016-10-02,1:03,1:03,,SEA,4,4,Sun,L 17-27,,23,41,56.1,247,1,3,4,14,51.6
89,586,PHI,2015,2015-11-22,1:02,1:02,,TAM,11,10,Sun,L 17-45,,26,41,63.4,247,2,3,3,14,65.8
90,587,TAM,2015,2015-11-08,4:05,4:05,,NYG,9,8,Sun,L 18-32,,19,36,52.8,247,0,0,0,0,74.7
91,588,KAN,2016,2016-12-25,8:30,7:30,,DEN,16,15,Sun,W 33-10,,26,37,70.3,246,2,1,0,0,95.1
92,589,PHI,2019,2019-09-22,1:00,1:00,,DET,3,3,Sun,L 24-27,,19,36,52.8,246,2,0,3,13,93.1
93,590,TAM,2015,2015-11-15,1:05,1:05,,DAL,10,9,Sun,W 10-6,,22,39,56.4,246,0,2,2,18,54.0
94,591,WAS,2016,2017-01-01,4:25,4:25,,NYG,17,16,Sun,L 10-19,,22,35,62.9,246,1,2,4,41,69.5
95,592,CHI,2016,2016-10-31,8:31,7:31,,MIN,8,8,Mon,W 20-10,,20,31,64.5,245,1,0,1,7,99.5
96,593,IND,2015,2015-11-08,4:25,4:25,,DEN,9,9,Sun,W 27-24,,21,36,58.3,245,2,0,1,7,97.6
97,594,DAL,2017,2017-10-08,4:25,3:25,,GNB,5,5,Sun,L 31-35,,25,36,69.4,245,3,1,1,6,104.5
98,595,DET,2019,2019-09-15,1:00,1:00,,LAC,2,2,Sun,W 13-10,,22,30,73.3,245,2,2,0,0,91.7
99,596,NYG,2015,2015-12-20,1:02,1:02,,CAR,15,14,Sun,L 35-38,,29,46,63.0,245,4,1,0,0,96.7
100,597,SEA,2016,2016-11-07,8:30,5:30,,BUF,9,8,Mon,W 31-25,,20,26,76.9,245,2,0,4,37,131.1
101,598,ATL,2016,2016-11-27,1:00,1:00,,ARI,12,11,Sun,W 38-19,,26,34,76.5,244,2,1,3,25,103.1
102,599,CLE,2019,2019-09-08,1:00,1:00,,TEN,1,1,Sun,L 13-43,,25,38,65.8,244,1,3,5,41,59.5
103,600,DAL,2017,2017-11-05,4:25,3:25,,KAN,9,8,Sun,W 28-17,,21,33,63.6,244,2,0,1,5,106.1
0,601,HOU,2016,2016-10-02,1:02,12:02,,TEN,4,4,Sun,W 27-20,,25,37,67.6,244,2,2,1,10,81.4
1,602,JAX,2017,2017-09-24,9:30,2:30,,BAL,3,3,Sun,W 44-7,,20,33,60.6,244,4,0,0,0,123.0
2,603,NWE,2018,2018-12-30,1:00,1:00,,NYJ,17,16,Sun,W 38-3,,24,33,72.7,244,4,0,1,6,133.1
3,604,NYJ,2016,2016-12-17,8:25,8:25,,MIA,15,14,Sat,L 13-34,,25,46,54.3,244,1,3,3,22,49.5
4,605,PHI,2017,2017-10-23,8:30,8:30,,WAS,7,7,Mon,W 34-24,,17,25,68.0,244,4,1,3,24,122.3
5,606,PHI,2017,2017-11-26,1:00,1:00,,CHI,12,11,Sun,W 31-3,,26,39,66.7,244,3,0,1,4,109.3
6,607,OAK,2017,2017-11-26,4:25,1:25,,DEN,12,11,Sun,W 21-14,,18,24,75.0,244,2,0,2,9,134.7
7,608,OAK,2018,2018-10-28,4:05,1:05,,IND,8,7,Sun,L 28-42,,21,28,75.0,244,3,0,0,0,136.6
8,609,ATL,2015,2015-10-04,1:02,1:02,,HOU,4,4,Sun,W 48-21,,19,27,70.4,243,1,0,2,13,110.6
9,610,CIN,2018,2018-11-25,1:00,1:00,,CLE,12,11,Sun,L 20-35,,27,46,58.7,243,2,1,1,12,78.4
10,611,IND,2017,2017-09-24,1:00,1:00,,CLE,3,3,Sun,W 31-28,,17,24,70.8,243,1,0,3,16,117.2
11,612,KAN,2017,2017-12-10,1:00,12:00,,OAK,14,13,Sun,W 26-15,,20,34,58.8,243,0,1,4,25,68.6
